A,B,C,D,E
Tu_es_Yahwe,Parfum,Entre_tes_mains,Masiya_azali_lisekua,Eliya
Tu_es_Yahwe,Parfum,Entre_tes_mains,Masiya_azali_lisekua,Je_veux_exprimer
suitobeleyo,Tu_es_vivant,Alleluia,Jéhovah,Alleluia_hosanna
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Emmanuel
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Emmanuel_est_là
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Je_veux_t_adorer
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Majesté
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Plus_près_de_toi
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté
Emmanuel,Emmanuel,Emmanuel,Emmanuel,Rien_n_est_égal
Emmanuel,Emmanuel,Emmanuel,Je_veux_t_adorer,Gloire
Emmanuel,Emmanuel,Emmanuel,Majesté,Abrite_moi
Emmanuel,Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire
Emmanuel,Emmanuel,Emmanuel,Majesté,Je_loue_ton_nom_Eternel
Emmanuel,Emmanuel,Emmanuel,Majesté,Masiya_azali_lisekua
Emmanuel,Emmanuel,Emmanuel,Majesté,Mon_coeur_adore
Emmanuel,Emmanuel,Emmanuel,Majesté,Nous_avons_Jésus
Emmanuel,Emmanuel,Emmanuel,Majesté,Yeshoua
Emmanuel,Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer
Emmanuel,Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire
Emmanuel,Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau
Emmanuel,Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Mon_âme_soupir
Emmanuel,Emmanuel,Emmanuel,Rien_n_est_égal,Le_nom_de_Jésus
Emmanuel,Emmanuel,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua
Emmanuel,Emmanuel,Emmanuel,Rien_n_est_égal,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie
Emmanuel,Emmanuel,Emmanuel,Rien_n_est_égal,Sans_pareil
Emmanuel,Emmanuel,Je_veux_t_adorer,Gloire,De_gloire_en_gloire
Emmanuel,Emmanuel,Je_veux_t_adorer,Gloire,Oui_je_le_vois
Emmanuel,Emmanuel,Majesté,Abrite_moi,Et_moi
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Emmanuel
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Fais_moi_monter
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Gloire_à_l_agneau
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Je_reconnais
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Majesté
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Plus_haut
Emmanuel,Emmanuel,Majesté,De_gloire_en_gloire,Que_ta_présence_en_moi
Emmanuel,Emmanuel,Majesté,Je_loue_ton_nom_Eternel,Je_veux_exprimer
Emmanuel,Emmanuel,Majesté,Masiya_azali_lisekua,Alleluia_eh
Emmanuel,Emmanuel,Majesté,Masiya_azali_lisekua,Alléluia
Emmanuel,Emmanuel,Majesté,Masiya_azali_lisekua,Dignes_es_tu
Emmanuel,Emmanuel,Majesté,Masiya_azali_lisekua,Eliya
Emmanuel,Emmanuel,Majesté,Masiya_azali_lisekua,Je_veux_exprimer
Emmanuel,Emmanuel,Majesté,Mon_coeur_adore,Tout_genoux_flechissent
Emmanuel,Emmanuel,Majesté,Nous_avons_Jésus,L_heure_de_la_victoire
Emmanuel,Emmanuel,Majesté,Nous_avons_Jésus,Plus_haut
Emmanuel,Emmanuel,Majesté,Nous_avons_Jésus,Plus_haut_Plus_haut
Emmanuel,Emmanuel,Majesté,Nous_avons_Jésus,Plus_haut_plus_haut
Emmanuel,Emmanuel,Majesté,Yeshoua,Mon_coeur_adore
Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer,Alpha_Oméga
Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer,Je_t_aime_tu_le_sais
Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons
Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer,L_amour_est_une_personne
Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus
Emmanuel,Emmanuel,Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Emmanuel
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Fais_moi_monter
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Gloire_à_l_agneau
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Je_reconnais
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Majesté
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Plus_haut
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,De_gloire_en_gloire,Que_ta_présence_en_moi
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau,Alpha_Oméga
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau,Oui_je_le_vois
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau,Parfum
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau,Sa_main_nous_touche
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Gloire_à_l_agneau,Tu_es_Yahwe
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Mon_âme_soupir,Il_a_promis
Emmanuel,Emmanuel,Quand_je_contemple_ta_sainteté,Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye
Emmanuel,Emmanuel,Rien_n_est_égal,Le_nom_de_Jésus,Au_dessus_de_tout
Emmanuel,Emmanuel,Rien_n_est_égal,Le_nom_de_Jésus,Je_veux_exprimer
Emmanuel,Emmanuel,Rien_n_est_égal,Le_nom_de_Jésus,Roi_de_mon_salut
Emmanuel,Emmanuel,Rien_n_est_égal,Le_nom_de_Jésus,Tu_es_Emmanuel
Emmanuel,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua,Alleluia_eh
Emmanuel,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua,Alléluia
Emmanuel,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua,Dignes_es_tu
Emmanuel,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua,Eliya
Emmanuel,Emmanuel,Rien_n_est_égal,Masiya_azali_lisekua,Je_veux_exprimer
Emmanuel,Emmanuel,Rien_n_est_égal,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie,Car_il_est_glorieux
Emmanuel,Emmanuel,Rien_n_est_égal,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie,Gloire_à_l_agneau
Emmanuel,Emmanuel,Rien_n_est_égal,Mon_coeur_me_pousse_à_te_dire_que_tu_es_le_Dieu_de_ma_vie,Natatoli
Emmanuel,Emmanuel,Rien_n_est_égal,Sans_pareil,Abrite_moi
Emmanuel,Emmanuel,Rien_n_est_égal,Sans_pareil,Dieu_est_fidèle
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Eliya,De_gloire_en_gloire
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Eliya,Il_y_a_une_puissance_dans_le_nom_de_Jésus
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Je_veux_exprimer,Alpha_Oméga
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Je_veux_exprimer,Je_t_aime_tu_le_sais
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Je_veux_exprimer,Jésus_nous_te_couronnons
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Je_veux_exprimer,L_amour_est_une_personne
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Je_veux_exprimer,Le_nom_de_Jésus
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Masiya_azali_lisekua,Je_veux_exprimer,Roi_de_mon_salut
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Oza_malamu,Oza_mosantu,Dans_les_cieux_nous_chanterons
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Oza_malamu,Oza_mosantu,Que_ma_louange_monte_vers_toi
Mon_âme_soupir,Yahwe_na_ye_kokumamela_ye,Un_jour_je_sais,Il_y_a_une_puissance_dans_le_nom_de_Jésus,Père_nous_t_adorons
Plus_près_de_toi,Je_veux_exprimer,Alpha_Oméga,Entre_tes_mains,Masiya_azali_lisekua
Plus_près_de_toi,Je_veux_exprimer,Alpha_Oméga,Tu_es_Emmanuel,Je_reconnais
Plus_près_de_toi,Je_veux_exprimer,Alpha_Oméga,Tu_es_Emmanuel,Nzambe_oyo_andiye
Plus_près_de_toi,Je_veux_exprimer,Alpha_Oméga,Tu_es_digne,Pour_cet_immense_bohneur
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Alpha_Oméga
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Oui_je_le_vois
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Parfum
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Sa_main_nous_touche
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Tu_es_Yahwe
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Jésus_nous_élevons_ton_nom_plus_haut,De_gloire_en_gloire
Plus_près_de_toi,Je_veux_exprimer,Jésus_nous_te_couronnons,Nous_élevons_ton_Nom_plus_haut,Que_tes_vives_eaux
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Au_dessus_de_tout,Dieu_est_fidèle
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Au_dessus_de_tout,Jésus_nous_te_couronnons
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Au_dessus_de_tout,Seigneur_tu_es_plus_précieux
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Au_dessus_de_tout,Tout_honneur
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer,Alpha_Oméga
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer,Je_t_aime_tu_le_sais
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer,Jésus_nous_te_couronnons
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer,L_amour_est_une_personne
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer,Le_nom_de_Jésus
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Je_veux_exprimer,Roi_de_mon_salut
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,Dans_les_cieux
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,Masiya_azali_lisekua
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,Nzambe_monene
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,Revetu_de_gloire
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,Tout_genoux_flechissent
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,Tout_genoux_fléchissent
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Roi_de_mon_salut,jamais
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Tu_es_Emmanuel,Je_reconnais
Plus_près_de_toi,Je_veux_exprimer,Le_nom_de_Jésus,Tu_es_Emmanuel,Nzambe_oyo_andiye
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Dans_les_cieux,Dieu_est_fidèle
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Dans_les_cieux,Nous_nous_prosternons
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Dans_les_cieux,Yahwe
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Masiya_azali_lisekua,Alleluia_eh
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Masiya_azali_lisekua,Alléluia
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Masiya_azali_lisekua,Dignes_es_tu
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Masiya_azali_lisekua,Eliya
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Masiya_azali_lisekua,Je_veux_exprimer
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Nzambe_monene,Alpha_Oméga
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Nzambe_monene,Père_nous_t_adorons
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Nzambe_monene,Revêtu_de_gloire
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Nzambe_monene,Saint_saint_saint_est_l_éternel
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Nzambe_monene,Tout_genoux_fléchissent
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Revetu_de_gloire,Sa_main_nous_touche
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Tout_genoux_flechissent,Le_nom_de_Jésus
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Tout_genoux_flechissent,Yeshoua
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Tout_genoux_fléchissent,Le_nom_de_Jésus
Plus_près_de_toi,Je_veux_exprimer,Roi_de_mon_salut,Tout_genoux_fléchissent,Majesté
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Alpha_Oméga,Entre_tes_mains
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Alpha_Oméga,Tu_es_Emmanuel
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Alpha_Oméga,Tu_es_digne
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Oui_je_le_vois,Dans_les_cieux
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Oui_je_le_vois,De_gloire_en_gloire
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Oui_je_le_vois,Ouvres_les_écluses_des_cieux
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Oui_je_le_vois,Rien_n_est_égal
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Parfum,Entre_tes_mains
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Parfum,Tu_es_digne
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Sa_main_nous_touche,Oui_je_le_vois
Assis_sur_ton_trône,Jésus_nous_te_couronnons,Gloire_à_l_agneau,Sa_main_nous_touche,Ouvres_les_écluses_des_cieux
